@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'@Reporterre les problèmes liés à la croissance démographique sont niés par les élus y compris écologistes.',DEVALORISATION
'#Marseille Dualsun lève 13 M€ pour développer ses panneaux solaires #economie article dans l\'hebdo Les Nouvelles Publications',VALORISATION
'Des panneaux solaires certifiés #c2c maintenant l\'énergie renouvelable est vraiment renouvelable ! http//t.co/WsqZPGOKLI',VALORISATION
'@wenews_france Quand @PenelopeB nous dessine le #changement_climatique tout de suite on comprend mieux. http//t.co/G4cbIWKzi3 …',VALORISATION
'@Yojnee je suis écologiste depuis tout petit et j\'aimerais contribué à cette magnifique chose qu\'est le recyclage des déchets ?',VALORISATION
'Scandale des éoliennes corruption des élus et c…  http//t.co/R3jaW18iQx',COLERE
'#ejcmtl Colloque sur les villes intelligentes et numériques à la SAT. L\'humain au centre de l\'écosystème créatif #villeintelligente',VALORISATION
'BIZARRE que les médias oublient de dire que l’écologiste le plus célèbre JOSÉ BOVÉ est CONTRE la PMA et la GPA http//t.co/9hZ9lzwSUz',DESACCORD
'Ptn de géothermie de merde. Entre le moment ou tu lallume et le moment ou ça chauffe ..',MEPRIS
'un bon résumé des débats entre les ? partis écologistes http//t.co/SKmOvCwRi1',VALORISATION
'Les oiseaux brûlent en passant au-dessus de la plus grande centrale solaire du monde http//t.co/C6IGUcoMUb #a... http//t.co/up65voZm0B',DEVALORISATION
'Augmenter le rendement des panneaux photovoltaïques en s’inspirant du bol chantant tibétain - http//t.co/ygIymoTI0a',VALORISATION
'#LT Rappelons que les éoliennes ne sont pas rentables c\'est une taxe sur vos factures qui font la fortune des exploitants',DEVALORISATION
'@Maathiou @thabestvines c rare un chinois comme ça c une espèce protégée',VALORISATION
'@CharlesB98 Avoir un impact négatif sur l\'écosystème est impossible mais on peut essayer de le réduire sans consommer inutilement',VALORISATION
'#GenerationUDI @yvesjego et @Chantal_Jouanno indépendant européen écologiste libéral et humaniste. Belles valeurs pour l\'UDI ?',VALORISATION
'@afpfr @ArisMessinis @sbeaugeAFP les communistes qui se disent écologistes ne manifestent pas contre ces méthodes',DEVALORISATION
'@vbenard c\'est ce que m\'a dit un maire qui a installé sur sa commune un nb d\'éoliennes Ça m\'a étonnée!',SURPRISE_NEGATIVE
'@LucMatte9 @louperivois @s_guilbeault @geraldfillion Ce fameux tapis poussé par les éoliennes qui nous coutent la peau des fesses',MEPRIS
'Soutien UE à l?accès à l?énergie verte En marge du Sommet sur le changement climatique… http//t.co/A5AuXnE40N',VALORISATION
'@PCDRhone @C2Coq @jfpoisson78 ils ne respectent pas plus la nature que l\'humanité leur obsession est de planter des éoliennes partout',DEVALORISATION
'Des espèces en voie d\'extinction mises en danger par le #ZooFrejus',PEUR
'CriseS écologiqueS crise économique L\'UE va dans le mur et la droite s\'intéresse à la Manif pour tous Yeah... #motscroises',DEVALORISATION
'Plateforme énergie renouvelable Syndièse à Saudron inaugurée en présence de P Dartout @Prefet51 JP CELET @prefet52 http//t.co/sPSxZN9YU3',VALORISATION
'100 milliards investis dans le solaire et l’éolien produisent davantage d’énergie qu’avec le pétrole #EROCI http//t.co/sp3N1LrLAL',VALORISATION
'@pprevert c\'est sympa les anniversaires comme ça ! Bon anniversaire veille branche écologiste & pragmatique !',VALORISATION
'Scandale des éoliennes corruption des élus et conflits d\'intérêts = https//t.co/eyg1BgVgQB',COLERE
'@SylviaAmicone oui c\'est important de parler aussi de l\'écosystème qui aide les entrepreneurs. En 2015 alors #TEDxParis c à faire au - 1x !',VALORISATION
'Placement Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/n8RAwctmWu',VALORISATION
'@SimonTresim37 @LeDevoir C\'est un des endroits avec un écosystème le plus diversifié en Amérique du nord une perle et mon chez-moi.... -/',VALORISATION
'Révolte et morts suspectes autour des champs d\'éoliennes mexicains http//t.co/d1jkDEaIXx via @LeNouvelObs',COLERE
'@InSunWeTrust normal ... je suis pour l\'énergie solaire à 200 \% bonne continuation ;- )',ACCORD
'Un chauffe-eau combinant les énergies pour plus de performance La combinaison de l’énergie solaire à un chauf... http//t.co/u6DW3aqPYV',VALORISATION
'BRUXELLES ce matin j\'ai repensé au réchauffement de la planèteet jme suis dit qu\'on ns prenait vraiment pour des cons.',MEPRIS
'Aurélie Les intempéries sont dûent au réchauffement de la planète patati patata Moi Putain azi il flotte pck y\'a trop de nuages ! ?',MEPRIS
'Les Belges vont pouvoir construire la plus grande ferme éolienne de France. http//t.co/O8cAREn19k',VALORISATION
'Des batteries écologiques pour résoudre les problèmes du moment Avec l\'utilisation de matériaux comme la l\'Al... http//t.co/CUNyCaI70z',VALORISATION
'@Bichemkde Le meilleur moyen de produire des gaz à effet de serre.',VALORISATION
'#crowdfunding Les banques s’invitent dans l’écosystème du financement participatif http//t.co/a8I4YcWGCP',VALORISATION
'Une ferme de 33 000 panneaux photovoltaïques bientôt construite - LaDépêche.fr http//t.co/0Z6B7qq34Q @laSapiniere09 http//t.co/1asyw5VUEj',VALORISATION
'L’Espagne projette d’investir 50 millions d’euros dans les énergies renouvelables http//t.co/D8qmhUnjAs',VALORISATION
'la chaleur bois une énergie verte pour notre confort http//t.co/kgXOKabSsc',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » (infographie Les Echos) http//t.co/bs9TGfRXYb #banque #crowdfunding',VALORISATION
'Développer les #ENR dans la chaleur permettrait de diminuer significativement la part des énergies carbonées http//t.co/Bp3FLxGpxZ @IRENA',VALORISATION
'Financement participatif Les #banques s\'invitent dans l\'écosystème du #crowdfunding http//t.co/fhBeTaRwcR via @EchosBusiness',VALORISATION
'Normes + géant de l\'agroalimentaire = Le fromage espèce menacée http//t.co/g4a9JLSJpu http//t.co/OF10SSCLzC via @courrierinter',PEUR
'La ville de Lorient signe un contrat de fourniture d\'électricité \"verte\" avec la coopérative Enercoop http//t.co/2E5H38u9lW',ACCORD
'RT @courrierinter Le fromage espèce menacée http//t.co/FOc6EtcL01 http//t.co/oNz2vprKAZ via @mlh2011',PEUR
'#agreg #SP fromage espèce menacée http//t.co/tsqW7M6Hhd v @courrierinter @olivier_frey @eric_chol @egea_blog @AntLaporte_ENSL',PEUR
'@brooky_bro @JJBourdin_RMC brasser du vent ça pourrait offrir des perspectives dans l\'énergie éolienne #bourdindirect #ecologie',VALORISATION
'@Foodraisingcom \"une place à part dans l’écosystème du financement participatif\" by @businessmarches @franckstassi ? http//t.co/3rZflo1LaJ',VALORISATION
'PATRIMOINE • Le fromage espèce menacée | Courrier international http//t.co/uhsClq2ilr',PEUR
'«Les gros industriels ne tolèrent pas l’existence d’autres modes de production» http//t.co/OIz6x1jvzt via @courrierinter',DESACCORD
'14/09 - journée d\'étude sur mobilités urbaines et changement climatique @CODATU_org http//t.co/eIJLBEyF8z',VALORISATION
'#MAYDAY #FROMAGE #PATRIMOINE #FRANCE Le fromage espèce menacée via @courrierinter http//t.co/Q4YgbYZnSV',PEUR
'Le fromage français espèce menacée - http//t.co/RnP6jb3EHj #agroalimentaire #patrimoine',PEUR
'Ici \"Expat Francaise en manque de fromage\" Le fromage espèce menacée http//t.co/uRt844dYVN http//t.co/wQTTqbYhu4',PEUR
'@estellegrelier Excellente journée ? #Energie #Renouvelable',VALORISATION
'Une étape prometteuse vers de l’énergie solaire à toute heure http//t.co/iLjxntUIPd',VALORISATION
'#CourrierInter PATRIMOINE • Le fromage espèce menacée http//t.co/QA0osISqdi',PEUR
'Le fromage espèce menacée. Normes de l\'EU Appétit des géants des IAA bousculent la tradition du fromage au lait cru http//t.co/NcF733tXiL',DEVALORISATION
'[#LoiRoyal] le solaire l\'énergie la plus appréciée par les Français @RoyalSegolene #VotreEnergie #photovoltaique http//t.co/anvGoPwwxD',VALORISATION
'Le #Fromage espèce menacée http//t.co/KjVShdQcbc via @courrierinter',PEUR
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/6XtkXmYJKb',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « #crowdfunding » http//t.co/Sx6VID6Eko @LesEchos',VALORISATION
'Stratégie d\'adaptation au changement climatique pour anticiper la demande et la production énergétique http//t.co/Wlb7QJf3tK',VALORISATION
'#Actualité #Apple #DRM #écosystème #filière Dix ans après retour des polémiques sur les DRM http//t.co/ryIpmyvzVh',DESACCORD
'Les #banques s’invitent dans l’écosystème du #crowdfunding . http//t.co/MWxRvDFSuk via @LesEchos',VALORISATION
'SNIF Le fromage espèce menacée http//t.co/a0ldeqJn7C via @courrierinter',PEUR
'Des panneaux solaires sur les cabines téléphoniques Londonienne on aime l\'initiative #green! http//t.co/kKof78J0Y5 #DD',PLAISIR
'RT @enderbyDJO \"Les banques s’invitent dans l’écosystème du «?crowdfunding?» \" http//t.co/WaDAvJidr4 via @LesEchos',VALORISATION
'Le fromage espèce menacée. Les normes européennes et l’appétit des géants de l’agroalimentaire bousculent la... http//t.co/kT0AhTLcvA',PEUR
'@LesEchos écosystème ? Vous vous masturbez un peu sur le vocabulaire là quand même...',MEPRIS
'@ser_enr @FNEasso \"POUR l\'#Energie #eolienne\" j\'adhere !',ACCORD
'MEXIQUE RÉVOLTE ET MORTS SUSPECTES AUTOUR DES CHAMPS D\'ÉOLIENNES (+ vidéo 12\'15\") Temps de... http//t.co/RfPW4xkYyd',COLERE
'RT \"@LesEchos Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/1XZhtdiIg9\"',VALORISATION
'Les banques s\'invitent dans l\'écosystème du crowdfunding w/ @spear via @LesEchos http//t.co/hQzQxnL1Kc',VALORISATION
'@mbariou @deanmarshall10 @Energies_Vertes @tatacolette @damien_sellet Tweet spécial transition énergétique bonne journée )',VALORISATION
'Nosfromages se meurent http//t.co/W3ICbRxU5o',DEVALORISATION
'#chamalieres Les banques s\'invitent dans l\'écosystème du «?crowdfunding?» Les banques veulent tirer parti de ... http//t.co/V9Cmg240ZG',VALORISATION
'Les banques s’invitent dans l’écosystème du «?crowdfunding?» En savoir plus sur http//t.co/skFUHM3KDv',VALORISATION
'Les vrais #fromages espèce menacée en France ! En cause l\'#agrobusiness http//t.co/7H15DPiFSC via @courrierinter',PEUR
'Des batteries écologiques pour résoudre les problèmes du moment #innovation #ecologie http//t.co/KcS5v0l0te via @enerzine',VALORISATION
'Appétit des géants de l’agroalimentaire et normes européennes le fromage une espèce menacée http//t.co/8BrYaS0GLT',PEUR
'Scandale des éoliennes corruption des élus et conflits d’intérêts Les élus sont très nombreux à voter l’imp... http//t.co/gpDYfluXMf',DEVALORISATION
'A force de le dire ça fini par arriver “Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/CbktyEb2Kg”',VALORISATION
'#PATRIMOINE • Le #fromage espèce #menacée http//t.co/UwuTdSo8YE via @courrierinter',PEUR
'Les banques s’invitent dans l’écosystème du «?crowdfunding?» | @scoopit http//t.co/wB4fcJpT6r',VALORISATION
'Scandale des #éoliennes #corruption des #élus et conflits d’intérêts http//t.co/wIWrxFBSCK #nosbrèves',COLERE
'RT Un bon petit papier @marsactu ! http//t.co/TU4Yc3ztiX ! Il faut et nous soutenons ces actions contre Homophobie http//t.co/mkU0rVV2U2',VALORISATION
'Verbund quitte le marché français en vendant les centrales électriques à KKR http//t.co/MLOLnVL4mD #Energie',DESACCORD
'Changement climatique les jeunes de CliMates s\'impliquent | @scoopit http//t.co/EBh7t8bjvN',VALORISATION
'Ecobole plateforme de crowdfunding dédiée aux projets écologiques et aux démarches eco-responsables http//t.co/v5jr8Fv721 via @scoopit',VALORISATION
'#Mexique Révolte et morts suspectes autour des champs d\'#éoliennes mexicains http//t.co/mwRL4hcjL7 via @LeNouvelObs',COLERE
'L\'investissement citoyen dans les énergies renouvelables créateur d\'emplois et défenseur du climat @EnergiePartagee http//t.co/nVx6mBvkCX',VALORISATION
'L\'Union Européenne (et les géants de l\'agroalimentaire) veulent même nous priver de notre bon fromage ! http//t.co/HbzYXYM4rc',DEPLAISIR
'bilan #EnR de @rte_france montre \"une croissance de la puissance installée plus soutenue que ces dernières années\" http//t.co/lng58pP5eQ',VALORISATION
'@RoyalSegolene L’énergie éolienne la grande escroquerie ! #EELV @N_Hulot @fondationhulot http//t.co/RTNyXSMxBT http//t.co/lraNCecnca',DEVALORISATION
'Actus Mer/Sea News «Les méduses sont un signe de mauvaise santé de l’écosystème» - 20minutes.fr http//t.co/y65yhtTUbs',DEVALORISATION
'Les banques s\'invitent dans l\'écosystème du « #crowdfunding » - http//t.co/rquVJd8qJJ',VALORISATION
'Une étape prometteuse vers de l’#énergie #solaire à toute heure - Technology Review http//t.co/CoW7Mw6xXg #Stockage #EnR',VALORISATION
'Un village médiéval détruit pour l\'implantation de 6 éoliennes à Bouriège dans l\'Aude - France 3 Languedoc-Roussillon http//t.co/2TECoYI8Ys',DEVALORISATION
'[Nouvelle étude] Dans @metronews Ces maladies qui vont se multiplier avec le changement climatique http//t.co/EneU0FgS1z',PEUR
'Le gigantisme ne répond à aucune attente sociale.Révolte et morts suspectes autour des champs d\'éoliennes mexicains http//t.co/hzkgmX1wcd',COLERE
'la géothermie et les pompes à chaleur au secours de l\'efficacité énergétique des réseaux de la défense #Futuringcities @Mines_Telecom',PEUR
'#Révolte et #morts suspectes autour des #champs d\'éoliennes #mexicains http//t.co/Kv2Tit30Mc via @LeNouvelObs',COLERE
'En mettant un doigt de pied dans l\'eau RT @EchosFinance Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/lNAExDWb8t',VALORISATION
'Une étape prometteuse vers de l\'énergie solaire à toute heure - solution stockage hydrogene peu cher http//t.co/CG0tmknTH5',VALORISATION
'07 oct 2014 0352 Construction d\'une grande centrale hydroélectrique dans le sud-ouest de la Chine - french.... http//t.co/z8yAfXR3DX',VALORISATION
'Une autre espèce menacée le fromage. http//t.co/tMaEYBDvbc http//t.co/h5gHXpTdc3',PEUR
'Une mégapole en expansion avec panneaux solaires davantage d\'espaces verts produisant son énergie Paris 2100? http//t.co/R5pawt0fmC',VALORISATION
'@SallesEs @ArnaudGossement L’énergie éolienne la grande escroquerie ! #EELV http//t.co/RTNyXSMxBT http//t.co/lraNCecnca',DEVALORISATION
'#Paris face au #changementclimatique du nouveau? http//t.co/45yAnftyGq http//t.co/5O9sSLec0S',VALORISATION
'\"Les grands fromages français sont aujourd’hui en voie d’extinction\" http//t.co/d1GI364y8B',PEUR
'France ton fromage fout le camp? http//t.co/Br4UTQ9PPk',MEPRIS
'@Fouedaster Tu rajoutes Sophie Favier est c\'est l\'espèce humaine qui est menacée.',PEUR
'Encore une très bonne infographie de Pénélope Bagieu  Comprendre le changement climatique en 2 mn http//t.co/lUi5aEJyzm',VALORISATION
'Le guerre du fromage bientôt perdue ? • Le fromage espèce menacée http//t.co/kIuZRft1ah via @courrierinter',PEUR
'Les banques s\'invitent dans l\'écosystème du \"crowdfunding\" > http//t.co/diM0DswGXD via @lesechos @SwajSS',VALORISATION
'Mieux comprendre le réchauffement climatique en BD + savoir ce qu\'on peut y faire http//t.co/G8VUxtkp18',VALORISATION
'#PATRIMOINE • Le #fromage espèce menacée http//t.co/JKYURBtF9F via @courrierinter',PEUR
'ENR Nouveau système de stockage intelligent d\'énergie éclaire les perspectives du solaire http//t.co/DpbTegucoM #Energie',VALORISATION
'L’écologie est la solution d’avenir pour créer des emplois ! | Les élus écologistes au conseil régional Rhône-Alpes http//t.co/VY6z3j9ro9',VALORISATION
'@TremblayMax haha !! Vive les écosystèmes unifiés',VALORISATION
'@Kamelot78 elle avait un Mac iPhone et iPad. Elle avait en théorie l\'écosystème unifié mais c\'était juste pas à son goût.',DEPLAISIR
'PATRIMOINE-Le fromage au lait cru-espèce menacée à cause normes UE + appétit géants agroalimentair http//t.co/iR9xQxcrGA via @courrierinter',PEUR
'Docteur Jean-No Goognews® Le fromage espèce menacée les Français ! - 013 http//t.co/20u16ONFCP',PEUR
'#biodiversité «Les méduses sont un signe de mauvaise santé de l’écosystème» http//t.co/cpTIIhrEs2',DEVALORISATION
'@Eco_Circulaire @corinnelepage @Challenges 1/2 Indépendance accrue si nous produisons des panneaux #photovoltaïques sur notre territoire',VALORISATION
'Le fromage espèce menacée #France #food http//t.co/RI28aI0Gvv via @courrierinter',PEUR
'Bagieu remet ca et c’est toujours aussi bien fait http//t.co/84bWoax7tg',VALORISATION
'-Installation optimisé de paraboles -intallation de panneaux solaires http//t.co/09ushmIfhr',VALORISATION
'Patrimoine Le fromage espèce menacée via @Fromaginaire http//t.co/fgMjYB5XpW',PEUR
'W.Molterer #CapCounts \"Banque Europeenne Investissement mobilisée pr prets agriculteurs financement nv tech et energie renouvelable\"',VALORISATION
'Les investissements #photovoltaïques en Afrique de l\'Ouest augmentent http//t.co/AUjKNbNNHv',VALORISATION
'Invention de la première cellule solaire qui stocke l’électricité http//t.co/5eT0Vi4gCG',VALORISATION
'Israël veut réduire sa dépendance au pétrole et investit dans les innovations #photovoltaïques http//t.co/JlYwXoB8Op',VALORISATION
'@Sniperovitch @YRousse qu\'au passage cet accessoire detruit l\'écosysteme de service .. regarde ce qui se passe avec qobuz/deezer',DEVALORISATION
'Lu pour vous sur le blog de l\'APCE Les banques s\'invitent dans l\'écosystème du &laquo;&#8201;crowdfunding&#820... http//t.co/mCVjqcYblh',VALORISATION
'Les gaz fluorés ont un effet croissant sur le changement climatique http//t.co/UFqyMzXKcF',DEVALORISATION
'Lecture du jour #patrimoine Le fromage espèce menacée - Les normes européennes et l’appétit des géants... http//t.co/7Dql44gfML',PEUR
'Je voyais la candidate écologiste Marina Silva remporter les présidentielles au Brésil. Mais non. La politique me surprendra toujours.',VALORISATION
'Eoliennes près de la Saline royale les craintes des habitants exprimées sur TF1 http//t.co/sQYXx001XA',PEUR
'Les banques s\'invitent dans l\'écosystème du #crowdfunding http//t.co/sMkV9Mki2i',VALORISATION
'Le réchauffement climatique pour les Nuls vu par @PenelopeB http//t.co/hRreDlrajY ou comment rendre les choses claires et intéressantes!',MEPRIS
'Changement climatique rhume et grippe a foison en vue. Couvrez vous bien et pas de bises svp.',MEPRIS
'Déclin #Biodiversité > Principales causes déforestation agriculture intensive urbanisation braconnage surpêche changement climatique',DEVALORISATION
'Éoliennes près de la Saline royale les craintes des habitants exprimées sur TF1 http//t.co/6jCDVABdPN',PEUR
'#Energies renouvelables la France en retard sur ses objectifs de 2020 #LoiRoyal http//t.co/vOgnm8JEmD',DEVALORISATION
'#economie Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/qKGhPVWBAN',VALORISATION
'Gaz à effet de serre le Canada ne pourra respecter son engagement Quelle surprise!!! (Ironique) http//t.co/D42wu6R7P7',SURPRISE_NEGATIVE
'A Anglet une solution pour traiter les déchets tout en produisant de l\'énergie verte La société Pyro Green I... http//t.co/65FLVPTy2s',VALORISATION
'RT @HaitiNewsNet Gaz à effet de serre le Canada ne pourra respecter son engagement http//t.co/Bs6i7KXaob',DEVALORISATION
'La majorité de #Puteaux rejette notre voeu #modem pour 25\% d\'énergies renouvelables sur un projet de ZAC http//t.co/DJZlnvt2ok',DESACCORD
'Le scandale des éoliennes http//t.co/A5EcoqWNR9 via @YouTube',COLERE
'Il était temps \"Les banques s’invitent dans l’écosystème du ?#crowdfunding?http//t.co/MXhTKHY3wU via @LesEchos',VALORISATION
'Les banques s’invitent dans l’écosystème du «?#crowdfunding?» http//t.co/QJaRK2X55W via @LesEchos',VALORISATION
'Energie renouvelable pleine de promesses la géothermie souffre pourtant d’un manque de visibilité… http//t.co/u9ziNS07H7',DEPLAISIR
'Le #fromage est une espèce menacée suivez-nous @LNFromagers et sauvons-le! ->http//t.co/f20C5aflii @courrierinter http//t.co/0FFTvQZrkz',PEUR
'Gaz à effet de serre #Canada ne pourra respecter son engagement VIA #LP http//t.co/H3Z52rvtSb #GES #Environnement #ChangementsClimatiques',DEVALORISATION
'« Les #méduses sont un signe de mauvaise santé de l’écosystème » selon #PhilippeCury- http//t.co/geS4Be5YNb via @20minutes #surpêche',DEVALORISATION
'Gaz à effet de serre le Canada ne pourra respecter son engagement http//t.co/xYQBB8t77X',VALORISATION
'Très fiers d\'accueillir @tombaeyens founder d\'#activiti et #jbpm figure de l\'écosystème #bpm nous présenter #effektif et sa vision du marché',SATISFACTION
'L\'AQPER lance son 3e concours de photo « L\'énergie renouvel… http//t.co/1GfuwCzvK7 via @CNWNouvelles',VALORISATION
'RT @CCI_Innovation Un écosystème pour soutenir les entreprises innovantes en France (#innoweek) http//t.co/diThUX2dk7 via @innoweek',VALORISATION
'Gaz à effet de serre le Canada ne pourra respecter son engagement #polcan http//t.co/GoGYEXzGag http//t.co/vV5d1CV73W',DEVALORISATION
'@ecobole Les banques s\'invitent dans l\'écosystème du « #crowdfunding » via @InoElee http//t.co/oECa2qCU7P',VALORISATION
'RT @Charles__Cote Gaz à effet de serre le Canada ne pourra respecter son engagement http//t.co/d9qD1CAp29 … via @lp_lapresse',DEVALORISATION
'Nous vous invitons à découvrir les produits de Dehesa Maladua dont le célèbre chorizo et le saucisson pata negra... http//t.co/tkjw6THW7T',VALORISATION
'Une cellule solaire capable de stocker son énergie ! - L\'énergie d\'avancer http//t.co/F1319Zjll8 #solaire',VALORISATION
'\"La France va accueillir son plus gros parc #eolien terrestre\" http//t.co/maeUO8tLVf via @LesEchos #energie #éoliennes #ENR',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » via @CAROLoick http//t.co/AAdSlbPBP6',VALORISATION
'\"Le gouvernement Harper signe la fin de l’énergie renouvelable.\" selon Madame Cornelissen #COM2006 #petrole #Quebec2014 @PierreBrison',ACCORD
'Les éoliennes tueuses de chauves-souris via @Le_Figaro http//t.co/sgdHZ99ZOo',DEVALORISATION
'A découvrir sur le blog Ecoclicot Tout savoir sur les panneaux solaires http//t.co/E52hToMZGe',VALORISATION
'#PréComp M. Boucly \"Il est légitime de vouloir protéger écosystème et principe de précaution répond à cette aspiration\"',VALORISATION
'@sebprovencher nous fait une analyse intéressante de l\'écosystème des startups de Montréal selon les critères de @davemcclure. @CentechMTL',VALORISATION
'L\'ascension irrésistible des énergies renouvelables http//t.co/NBAqmVPuKk http//t.co/D39GMSiW3Z',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « crowdfunding »... http//t.co/T15tiJDa4I',VALORISATION
'Gaz à effet de serre le Canada ne pourra respecter son engagement http//t.co/D4hyfduyHp',DEVALORISATION
'@Actuenviro Éoliennes gaz de schiste voilà un avenir environnemental intéressant  #royal DEFIGURE ET DETRUIT NOS VILLAGES ET PAYSAGES',DEVALORISATION
'\"Le fromage espèce menacée\" http//t.co/Izio0kHU9H http//t.co/wMqAG2OCwV',PEUR
'Des batteries liquides pour améliorer l\'efficacité des énergies renouvelables | @scoopit http//t.co/FsuQyyvBx8',VALORISATION
'Écologistes surveillés une plainte dérange le SCRS - http//t.co/MohEc0UFUq',DERANGEMENT
'Une centrale de géothermie marine construite à Marseille http//t.co/H67InMXp4h',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » - Les Échos | @scoopit http//t.co/ivawcfFaVS',VALORISATION
'Les banques s’invitent dans l’écosystème du ?#crowdfunding? http//t.co/ybgihAVpJl via @SwajSS http//t.co/y4n2TqraBG',VALORISATION
'FEE « Adapter le marché de l’électricité pour intégrer les énergies renouvelables et non l’inverse » http//t.co/HiLRCZrwDG',VALORISATION
'Biocarburant 2G inauguration de la plateforme de prétraitement de biomasse Syndièse http//t.co/LcKnSvILDB Car... http//t.co/eVBj460isM',VALORISATION
'Installation prochaine d\'éoliennes à côté de la grande saline royale d\'Arc-et-Senans dans le Doubs classée au... http//t.co/muiyWod9Jo',VALORISATION
'Energies vertes l’Etat finalise le nouveau système de soutien ?? http//t.co/RPbyDsApNi #PLTECV',VALORISATION
'PATRIMOINE Le fromage espèce menacée - via @courrierinter http//t.co/Lff8BS5ZPO',PEUR
'Conflit entre la conservation de la nature et la survie des populations autochtones le WWF... http//t.co/Cn4SJgZh4N',DESACCORD
'Le changement climatique ça vous énerve',COLERE
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » En savoir plus sur http//t.co/JMJeqJTc4S http//t.co/jGerwZKvn6',VALORISATION
'@StBeni @CacounaQC @GillesD\'Amours environnementaliste est un terme honorable et non méprisable espèce de sale arrogant méprisable.',MEPRIS
'Réunion @EcomProvenc @antoineguyon présente @ShakinProvence l\'écosystème se renforce et se mobilise #FrenchTech #shakinprov',VALORISATION
'Les #banques s’invitent dans l’écosystème du #crowdfunding http//t.co/epRnwj5SgY via @LesEchos',VALORISATION
'#Alimentation #Gastronomie #UE #Sauvons nos fromages! - #PATRIMOINE • Le #fromage espèce menacée http//t.co/IeBPwtgNqE via @courrierinter',PEUR
'\"PATRIMOINE • Le fromage espèce menacée\" http//t.co/xRoj4G3K3j',PEUR
'Là je dis non ! Bruxelles et géant industriels ne touchez pas à notre fromage à notre terroir (via @courrierinter) http//t.co/ne1vlJHAdr',COLERE
'Bonnes idées écologiques http//t.co/46zTyKIk95',VALORISATION
'«(...)le Canada n’atteindra pas sa cible internationale de réduction des émissions de gaz à effet de serre d’ici 2020»http//t.co/BuV6cSHW6j',DEVALORISATION
'Même l\'Iran qui possède les réserves d\'hydrocarbures les plus importantes de la planète se met à la géothermie. http//t.co/FJcPKW88h9',VALORISATION
'Écologistes surveillés  une plainte dérange le SCRS http//t.co/QPphdbvjOm',DERANGEMENT
'3 fois plus de gens quittent leurs pays à cause du réchauffement climatique qu\'à cause des conflits. Depuis 2011... http//t.co/jC4qUsQHQi',DEVALORISATION
'\"PATRIMOINE • Le fromage espèce menacée\" good read http//t.co/6cNnBr9evy',PEUR
'Révolte et morts suspectes autour des champs d\'éoliennes mexicains - http//t.co/p2bfToa1CE via @Dailymotion',COLERE
'Conférence plutôt sympathique se soir a l\' @actionfrancaise sur l\'écologiste.',VALORISATION
'Chaque foutu changement climatique je le sens direct ?',MEPRIS
'@Kokakolaf On va faire simple la chaîne alimentaire permet de réguler les espèces et de maintenir l\'équilibre de l\'écosystème. Sauf que',VALORISATION
'Les banques s\'invitent dans l\'écosystème du #crowdfunding ....via @Stern_cie et @EchosBusiness http//t.co/IEOs57NdjE',VALORISATION
'Le livre de Naomi Klein sur le changement climatique est t.honnête à tel point que ça m\'étonne qu\'elle soit aussi directe avec ses lecteurs',VALORISATION
'@ParaLow Hé ouais ! On a eu le courage d\'en faire encore une en plus quoi ! \') Oh oui ! Vive les énergies renouvelables ! \') ?',VALORISATION
'@BJM781 @K_hci Je déteste les éoliennes ! Ça me perturbe !!!!',COLERE
'Francophones voici le Changement Climatique pour les nuls par @PénélopeB http//t.co/fYRhf2JhRF #COP21 #climat http//t.co/8zujOOiCm4',DEPLAISIR
'Beauté des paysages et services écologiques – Espace pour la vie – Blogues – Voir.ca http//t.co/hsOfRe7nE8',VALORISATION
'Notre patrimoine fromager est de plus en plus menacé. Jusqu\'à mon dernier souffle je défendrai les fromages au... http//t.co/n6qtlBM7jl',VALORISATION
'@F_Desouche Scandale des éoliennes corruption des élus et conflits d’intérêts http//t.co/YcPzaHOWFe',COLERE
'\"De tte facon la notion de strategie est morte ds le digital... Je ne sais pas quel sera l\'ecosysteme ds 3 ans\" Fany P @my_little_paris 2/2',DEVALORISATION
'#cashinvestigation Même constat pour les déchets toxiques qui touche toute la population avec le Bisphénol interdit en France en principe !',DESACCORD
'Les banques s’invitent dans l’écosystème du « crowdfunding » http//t.co/1DuA5NRJew',VALORISATION
